,dimension_1,dimension_2
item_4889,-4.95986,11.6747
item_4890,2.98306,-13.8572
item_4891,-1.57397,12.0476
item_4892,2.9591,-12.9053
item_4893,2.60068,-14.0553
item_4894,-1.65388,12.3096
item_4895,-2.57519,12.3453
item_4896,-2.37501,12.1639
item_4897,-1.44,12.2066
item_4898,-3.075,12.004
item_4899,2.94116,-13.0395
item_4900,-3.39189,11.806
item_4901,4.21986,3.26132
item_4902,-1.35397,11.9976
item_4903,-1.9868,12.4604
item_4904,4.55511,3.56144
item_4905,-5.77768,11.6442
item_4906,17.1591,0.0472455
item_4907,3.64197,-13.526
item_4908,-2.49731,12.1336
item_4909,4.29186,3.29405
item_4910,2.58015,-13.3491
item_4911,17.1351,0.0022162
item_4912,3.13544,-13.7943
item_4913,-2.07316,12.5096
item_4914,4.72212,3.02591
item_4915,4.78846,-12.9364
item_4916,4.62774,-12.8202
item_4917,-1.93559,12.6198
item_4918,-4.38943,-11.087
item_4919,3.35164,-13.5519
item_4920,-1.92286,12.5486
item_4921,4.67359,3.1248
item_4922,-5.6899,-17.3301
item_4923,17.5183,0.162971
item_4924,16.9272,0.0165021
item_4925,4.61075,3.46495
item_4926,-6.03881,11.5943
item_4927,2.93206,-13.5464
item_4928,-4.50806,-11.2266
item_4929,-2.86358,12.1407
item_4930,-2.14516,12.3877
item_4931,17.2489,-0.0188694
item_4932,2.7208,-13.1224
item_4933,-5.61804,11.8065
item_4934,4.9348,3.11337
item_4935,17.2136,-0.370283
item_4936,-4.52221,-10.9957
item_4937,-2.04837,11.9924
item_4938,-4.1195,-10.9814
item_4939,3.9089,-12.7481
item_4940,-2.41697,12.4162
item_4941,-5.61114,-17.3378
item_4942,-5.70647,-17.4374
item_4943,4.02048,3.31263
item_4944,16.7863,0.0286978
item_4945,4.52086,3.21988
item_4946,-5.95099,11.6644
item_4947,-5.3818,11.4557
item_4948,-4.34018,-11.0296
item_4949,-3.65978,-8.33405
item_4950,-2.78079,11.811
item_4951,4.322,3.19929
item_4952,3.46374,-13.649
item_4953,-1.58473,12.1664
item_4954,4.62149,3.13779
item_4955,-1.80711,11.8144
item_4956,3.12044,-13.8378
item_4957,3.19029,-12.9958
item_4958,3.29707,-12.7304
item_4959,4.13913,3.28344
item_4960,-1.80539,12.2291
item_4961,4.25053,3.15792
item_4962,-5.64998,-17.435
item_4963,2.90325,-13.8232
item_4964,17.1939,-0.153697
item_4965,-3.4083,11.8313
item_4966,-5.92684,11.759
item_4967,-4.11916,-9.99625
item_4968,-4.34391,-11.4
item_4969,-3.85145,-9.01436
item_4970,-3.99076,-8.29696
item_4971,4.31793,3.41521
item_4972,4.55688,3.3184
item_4973,4.38616,3.18221
item_4974,-2.16843,11.9298
item_4975,-3.58034,-8.66163
item_4976,-2.51492,11.8106
item_4977,4.15835,3.09069
item_4978,-6.13818,11.9928
item_4979,4.07119,3.04473
item_4980,4.85572,3.19192
item_4981,17.0241,-0.0754223
item_4982,3.00872,-13.8972
item_4983,-4.17928,-10.3808
item_4984,-2.60674,11.9567
item_4985,-5.22005,11.7536
item_4986,4.56608,-12.8927
item_4987,4.06955,3.16566
item_4988,-4.38395,-10.7567
item_4989,-4.14941,-10.2262
item_4990,-3.09348,12.0677
item_4991,16.7688,-0.0904869
item_4992,-5.83754,11.519
item_4993,-3.75045,-9.05572
item_4994,4.79438,3.21683
item_4995,2.8558,-13.9277
item_4996,-5.97771,11.7988
item_4997,-4.20745,-10.6955
item_4998,4.50236,-12.8173
item_4999,4.27893,3.25162
item_5000,4.69522,-13.1428
item_5001,-1.91983,11.9844
item_5002,-4.49058,-11.5219
item_5003,-1.9675,11.9453
item_5004,16.8206,-0.122172
item_5005,4.51023,3.45759
item_5006,-4.33445,-10.4734
item_5007,4.76271,3.45408
item_5008,3.48865,-13.5481
item_5009,-1.74966,12.1008
item_5010,-4.11616,-10.4076
item_5011,2.43855,-13.2113
item_5012,-4.27783,-10.5107
item_5013,4.67033,3.1481
item_5014,3.28421,-13.9829
item_5015,-5.87691,11.4985
item_5016,3.29377,-13.5854
item_5017,4.61031,-13.0487
item_5018,-1.93006,12.2472
item_5019,17.1901,-0.0201379
item_5020,3.03151,-13.7281
item_5021,4.02385,3.35466
item_5022,17.0281,-0.428546
item_5023,-5.5883,12.0816
item_5024,4.81924,3.2186
item_5025,-2.00306,12.3249
item_5026,-5.84579,11.6495
item_5027,17.1421,0.113728
item_5028,-5.59766,-17.2672
item_5029,-3.73551,-8.53275
item_5030,-4.27229,-11.2355
item_5031,4.55444,3.14206
item_5032,-4.33113,-10.8063
item_5033,-1.47531,12.3744
item_5034,-3.1712,11.989
item_5035,-4.48199,-11.1351
item_5036,-5.8298,12.0333
item_5037,-4.18386,-10.1203
item_5038,17.3132,-0.24192
item_5039,-2.8882,12.1628
item_5040,17.1019,0.0433663
item_5041,17.0174,-0.30455
item_5042,-4.29926,-11.1613
item_5043,17.0217,-0.412292
item_5044,-4.522,-11.1089
item_5045,-5.94123,12.0024
item_5046,-1.73489,11.9764
item_5047,-1.93723,12.2452
item_5048,-1.9452,11.8805
item_5049,2.97846,-14.2116
item_5050,-5.90321,11.9957
item_5051,-3.57959,-8.68214
item_5052,4.91626,3.18819
item_5053,2.83515,-14.0317
item_5054,4.75729,-12.904
item_5055,4.06046,3.22997
item_5056,-4.05222,-10.0588
item_5057,-3.88388,-8.36717
item_5058,-6.28812,11.9087
item_5059,4.10058,3.0268
item_5060,-5.65683,11.9735
item_5061,-3.7224,-8.49213
item_5062,-5.67767,-17.5032
item_5063,-1.41382,12.2215
item_5064,-5.59718,11.7469
item_5065,-1.40248,12.3364
item_5066,-5.44234,-17.3343
item_5067,-3.31076,-8.63226
item_5068,-4.51105,-11.0777
item_5069,-3.23639,12.0535
item_5070,-2.38484,12.0201
item_5071,16.8009,0.0820921
item_5072,17.1431,0.131556
item_5073,2.95414,-13.7559
item_5074,4.76304,3.18126
item_5075,3.00727,-13.8543
item_5076,4.58146,3.04817
item_5077,4.62482,-12.9745
item_5078,-1.86296,12.5608
item_5079,-3.82197,-8.53598
item_5080,-5.64748,-17.0111
item_5081,-4.09215,-9.74206
item_5082,-5.66625,-17.4652
item_5083,3.37501,-13.8976
item_5084,5.03715,-13.2114
item_5085,17.2946,0.199087
item_5086,-2.12055,12.2179
item_5087,-4.23737,-10.7659
item_5088,-4.18948,-11.3184
item_5089,2.88763,-12.9483
item_5090,-5.46403,11.9994
item_5091,4.3474,3.12334
item_5092,-1.92506,11.9434
item_5093,2.44141,-12.7445
item_5094,-2.12998,12.4207
item_5095,4.48826,-12.7042
item_5096,4.39175,-12.9628
item_5097,3.20615,-13.7191
item_5098,-4.60646,-11.1555
item_5099,16.7202,-0.207163
item_5100,16.7567,-0.206452
item_5101,-5.14042,11.6954
item_5102,-2.12827,12.4182
item_5103,3.14708,-12.901
item_5104,3.28651,-13.6222
item_5105,4.53307,-12.6095
item_5106,-5.7909,12.1539
item_5107,-1.62315,12.5624
item_5108,-3.4031,11.8581
item_5109,3.14406,-13.3902
item_5110,-5.69674,-17.4504
item_5111,16.8898,-0.421942
item_5112,-1.49443,12.5153
item_5113,-3.61607,-8.47281
item_5114,3.15701,-13.8982
item_5115,4.87909,3.14632
item_5116,4.42391,-13.1622
item_5117,-4.60915,-11.4044
item_5118,-1.751,11.8268
item_5119,-1.67372,12.1789
item_5120,-4.29471,-11.373
item_5121,2.79794,-14.025
item_5122,17.1042,-0.0916358
item_5123,-2.12131,12.1035
item_5124,4.93176,3.06691
item_5125,16.8725,-0.415206
item_5126,-2.12095,11.967
item_5127,17.0013,-0.292356
item_5128,-4.39905,-11.1829
item_5129,4.38995,3.33835
item_5130,-4.1325,-10.1534
item_5131,-1.74285,12.3257
item_5132,4.41645,-12.8183
item_5133,-4.50197,11.6082
item_5134,3.32757,-13.9658
item_5135,-1.38025,12.2231
item_5136,4.74161,-12.7964
item_5137,-4.05199,-10.1012
item_5138,-2.01348,12.1256
item_5139,-1.76871,12.0645
item_5140,3.64047,-12.9252
item_5141,-4.14927,-10.3549
item_5142,17.3266,-0.0802133
item_5143,-5.78591,12.1627
item_5144,-4.25373,-11.0944
item_5145,2.75893,-13.5901
item_5146,17.3612,-0.411209
item_5147,-5.79246,11.6089
item_5148,3.31472,-13.6813
item_5149,-5.83402,11.7591
item_5150,-4.40973,11.6008
item_5151,-2.58059,12.1426
item_5152,5.037,-13.0063
item_5153,-4.25695,-9.95106
item_5154,-4.03156,-9.94559
item_5155,3.33565,-13.7947
item_5156,-5.69764,12.294
item_5157,4.19745,-13.034
item_5158,-5.63112,-17.4123
item_5159,-6.18376,11.9123
item_5160,17.164,0.159091
item_5161,-4.2068,-9.95662
item_5162,-5.43949,11.4804
item_5163,4.13772,-12.8342
item_5164,-4.36405,-11.2074
item_5165,-5.60502,-16.9368
item_5166,-5.64149,11.8921
item_5167,5.51706,-12.8064
item_5168,3.25327,-13.4763
item_5169,-4.71922,11.5034
item_5170,-2.97727,12.1757
item_5171,-4.08608,-10.0423
item_5172,5.79406,-12.8007
item_5173,-2.39578,12.2824
item_5174,-4.36011,-11.4057
item_5175,-5.21891,11.8456
item_5176,-2.43505,11.7208
item_5177,4.58354,3.13818
item_5178,-5.65968,-17.4835
item_5179,-5.1026,11.746
item_5180,17.0911,-0.30045
item_5181,-2.10537,12.2533
item_5182,-5.93348,11.8545
item_5183,-2.89833,11.9871
item_5184,-4.44984,-11.3855
item_5185,-4.01424,-9.82856
item_5186,-5.67573,11.9138
item_5187,2.7342,-13.2429
item_5188,5.05726,-12.8221
item_5189,-1.93168,12.1721
item_5190,-3.51549,11.7821
item_5191,-4.05647,-9.97103
item_5192,5.29184,-12.8904
item_5193,2.58804,-13.3593
item_5194,-4.08486,-10.2863
item_5195,2.98012,-13.8306
item_5196,-2.87237,11.808
item_5197,2.74333,-13.8484
item_5198,-5.36428,11.895
item_5199,-1.89028,12.1499
item_5200,-4.26729,-10.6408
item_5201,-4.12325,-10.3308
item_5202,-5.85216,11.8877
item_5203,2.87714,-13.9577
item_5204,3.4612,-13.6827
item_5205,4.49659,3.19343
item_5206,2.63004,-12.7542
item_5207,-5.87895,11.4476
item_5208,-4.30475,-11.1429
item_5209,-2.01752,12.2929
item_5210,-5.81247,11.811
item_5211,-3.65378,-8.44572
item_5212,-5.71848,-17.2798
item_5213,-2.38595,12.002
item_5214,16.9095,-0.266606
item_5215,-5.67526,11.657
item_5216,-4.61876,-11.3399
item_5217,4.56159,3.04721
item_5218,-2.65895,11.7991
item_5219,17.3426,-0.351051
item_5220,-6.0113,11.9046
item_5221,-4.0887,-9.87021
item_5222,-3.65229,11.8529
item_5223,17.3035,-0.263752
item_5224,-5.45136,11.5627
item_5225,-5.94359,11.831
item_5226,-4.70646,11.5532
item_5227,17.1711,-0.505316
item_5228,5.28874,-12.9422
item_5229,2.74015,-14.0967
item_5230,-5.19521,11.7198
item_5231,16.9093,0.0435918
item_5232,17.2952,0.0530842
item_5233,4.19665,-12.9773
item_5234,-5.57691,11.682
item_5235,4.44394,3.48132
item_5236,4.89821,3.03934
item_5237,4.40706,-12.6897
item_5238,4.89269,3.15743
item_5239,-3.98645,-9.89905
item_5240,4.78397,3.13069
item_5241,-3.84639,-8.21871
item_5242,5.12479,-13.1032
item_5243,-5.80425,11.9553
item_5244,-4.51129,-11.2803
item_5245,2.54411,-12.9684
item_5246,4.92147,3.09948
item_5247,2.87488,-13.7413
item_5248,5.00641,-13.1529
item_5249,-3.80983,-8.50652
item_5250,3.00574,-13.7606
item_5251,4.37192,-12.8283
item_5252,-5.55761,11.5686
item_5253,-3.99229,-9.6737
item_5254,-5.92304,11.6773
item_5255,-5.64408,-17.3876
item_5256,-5.61916,-17.4537
item_5257,4.02152,3.36947
item_5258,-4.60766,-11.4451
item_5259,5.71038,-12.826
item_5260,5.77,-12.7864
item_5261,-3.48895,-8.48584
item_5262,-5.68533,11.8379
item_5263,4.60766,3.16289
item_5264,-4.51675,-11.4251
item_5265,-5.74641,11.7653
item_5266,-2.60971,11.7586
item_5267,3.26214,-13.6141
item_5268,17.1209,-0.196145
item_5269,2.67249,-13.9376
item_5270,-5.4049,11.6369
item_5271,-4.13545,-9.90501
item_5272,4.75053,3.32064
item_5273,3.14564,-13.6069
item_5274,16.7899,-0.275455
item_5275,17.4791,-0.0983388
item_5276,3.07775,-14.147
item_5277,-2.60966,12.1125
item_5278,-4.21169,-10.2198
item_5279,-2.01367,11.8814
item_5280,17.1873,-0.502905
item_5281,-6.01,12.0968
item_5282,-4.5861,-10.7825
item_5283,-1.7881,12.4788
item_5284,-5.49731,12.0794
item_5285,2.75973,-12.9722
item_5286,3.53395,-13.6952
item_5287,2.57782,-13.0937
item_5288,-2.75917,11.7851
item_5289,3.01636,-13.4106
item_5290,5.79039,-12.7846
item_5291,16.9263,-0.0404779
item_5292,-5.6718,11.9179
item_5293,-5.58004,-16.966
item_5294,-2.28621,11.6358
item_5295,17.3852,-0.374073
item_5296,-5.87852,12.3949
item_5297,2.51005,-13.0211
item_5298,4.95733,-13.0331
item_5299,-1.63456,12.4782
item_5300,-4.31526,-11.0974
item_5301,-5.01867,11.6202
item_5302,-3.5153,11.8176
item_5303,-5.31759,11.5581
item_5304,-5.6587,-17.4077
item_5305,4.10756,3.3055
item_5306,-2.06198,12.4002
item_5307,4.76878,-13.0538
item_5308,5.82053,-12.798
item_5309,-2.13253,12.074
item_5310,-5.72908,-17.2003
item_5311,17.18,-0.292571
item_5312,17.2853,-0.157349
item_5313,-5.07837,11.6657
item_5314,-2.83049,11.8586
item_5315,4.39262,-13.3136
item_5316,-4.34187,-11.066
item_5317,-2.10911,12.1705
item_5318,3.29118,-13.9469
item_5319,4.63649,-12.9862
item_5320,2.97091,-13.7968
item_5321,-2.02759,12.1957
item_5322,2.79841,-14.0593
item_5323,-2.8546,12.1528
item_5324,-4.25829,-10.9166
item_5325,-1.4955,12.1762
item_5326,-5.82251,11.4242
item_5327,-5.38888,11.879
item_5328,3.29083,-13.5391
item_5329,-4.21663,-10.3688
item_5330,17.1141,0.122345
item_5331,3.36379,-13.6702
item_5332,-2.45208,11.6861
item_5333,3.02687,-13.6018
item_5334,-4.16648,-10.1859
item_5335,17.0451,-0.512241
item_5336,-4.05769,-9.78353
item_5337,4.18843,3.16284
item_5338,-4.24815,-10.1864
item_5339,2.92791,-12.9179
item_5340,-6.18343,11.972
item_5341,2.92328,-14.0423
item_5342,-6.06625,12.028
item_5343,2.60111,-12.7316
item_5344,-4.62583,-11.1174
item_5345,3.23442,-14.181
item_5346,5.17908,-13.0056
item_5347,-4.25623,-10.9941
item_5348,-5.28593,11.6387
item_5349,2.56844,-13.075
item_5350,-5.4201,11.6099
item_5351,-1.83441,12.3647
item_5352,-4.0247,11.7253
item_5353,-5.5025,11.9992
item_5354,3.04869,-14.1443
item_5355,-3.89493,-8.99378
item_5356,4.74358,3.21493
item_5357,-2.22742,11.9311
item_5358,4.5068,-12.8698
item_5359,-4.09215,-10.0695
item_5360,-3.79139,-10.0999
item_5361,-3.67109,-8.66103
item_5362,-2.04879,11.7634
item_5363,-1.95854,12.2215
item_5364,-5.63286,-16.9499
item_5365,17.0934,0.0191161
item_5366,17.445,-0.230257
item_5367,-1.65199,12.2301
item_5368,-5.64774,11.7096
item_5369,3.14517,-14.1862
item_5370,-4.10505,-9.91061
item_5371,-3.69013,-8.58838
item_5372,-2.88089,12.0192
item_5373,-2.33807,12.0322
item_5374,3.02501,-13.6847
item_5375,16.9606,-0.282969
item_5376,4.59833,3.17141
item_5377,2.89638,-13.0172
item_5378,4.67114,-13.3698
item_5379,-5.61339,-17.0191
item_5380,-3.70115,-10.2447
item_5381,4.48683,-12.9717
item_5382,-5.37295,12.3093
item_5383,16.9549,-0.209917
item_5384,-3.97804,-8.3125
item_5385,16.8156,-0.0114905
item_5386,16.8804,-0.00611112
item_5387,-1.94811,12.6122
item_5388,-5.29314,11.6567
item_5389,2.91813,-12.9066
item_5390,-4.35933,-10.9513
item_5391,4.13755,3.22728
item_5392,-5.67578,11.9066
item_5393,-3.93477,-9.95127
item_5394,3.22723,-13.8355
item_5395,-3.51534,-8.65812
item_5396,4.85486,2.98096
item_5397,4.49715,3.14306
item_5398,4.71564,-12.8657
item_5399,3.01046,-13.7367
item_5400,2.69143,-12.9327
item_5401,4.15064,-12.8003
item_5402,-1.89499,11.7378
item_5403,-1.90163,12.4824
item_5404,-5.65372,-16.9727
item_5405,-5.20844,12.0493
item_5406,17.0544,-0.27377
item_5407,-1.90344,12.4138
item_5408,-4.96903,11.6973
item_5409,4.87944,3.1106
item_5410,-4.42423,-11.2716
item_5411,-1.96528,12.3489
item_5412,-6.12011,12.1147
item_5413,-4.02681,-9.85585
item_5414,17.1745,0.0906342
item_5415,-5.63269,-17.4117
item_5416,4.59309,-12.6928
item_5417,-3.26357,11.8236
item_5418,-5.60265,-16.9478
item_5419,-3.64342,-8.44227
item_5420,16.9311,-0.192034
item_5421,4.35777,-13.1565
item_5422,4.6422,-12.6569
item_5423,5.83889,-12.7763
item_5424,-3.90348,-8.66554
item_5425,-3.61569,-8.53071
item_5426,-4.77236,11.6024
item_5427,-3.39751,12.1165
item_5428,-5.83869,11.6909
item_5429,4.92844,3.40686
item_5430,-4.68806,11.6459
item_5431,2.48324,-13.386
item_5432,-4.44799,-11.3898
item_5433,-3.91548,-9.64549
item_5434,-4.27328,-10.9055
item_5435,2.59115,-12.8536
item_5436,-4.38862,-11.2604
item_5437,4.47091,-13.1994
item_5438,-5.15337,11.4444
item_5439,4.49996,-12.9929
item_5440,5.0296,3.18092
item_5441,17.0913,-0.351617
item_5442,-5.78879,11.4979
item_5443,-3.8058,-8.35425
item_5444,4.88899,3.22491
item_5445,-1.758,12.5733
item_5446,-2.43934,11.8853
item_5447,-5.68191,11.5465
item_5448,-6.21302,11.8071
item_5449,-5.88197,11.2838
item_5450,4.32151,-12.9539
item_5451,-2.31373,12.3402
item_5452,17.4035,0.0221546
item_5453,-3.59963,-8.74099
item_5454,-3.85572,-8.21505
item_5455,-6.09005,12.1349
item_5456,3.51245,-12.916
item_5457,-3.59557,-8.66
item_5458,-2.89716,11.9846
item_5459,3.24417,-12.5163
item_5460,-2.58354,12.1235
item_5461,-3.58301,-9.16203
item_5462,3.15498,-13.4165
item_5463,2.91432,-14.0641
item_5464,-4.32388,-10.0596
item_5465,2.84381,-13.9946
item_5466,-5.64637,11.7555
item_5467,16.801,-0.163266
item_5468,-4.00837,-9.51539
item_5469,3.3146,-13.993
item_5470,2.96884,-14.0835
item_5471,3.11047,-13.6277
item_5472,-4.14449,-10.0752
item_5473,-5.85328,11.9102
item_5474,-5.74218,11.4563
item_5475,4.67819,-13.0211
item_5476,3.06334,-13.857
item_5477,-4.48584,-11.1384
item_5478,4.94292,3.24569
item_5479,-2.05441,12.289
item_5480,4.90677,3.02958
item_5481,2.88638,-12.6683
item_5482,4.86453,-12.965
item_5483,-1.86121,12.1883
item_5484,4.67402,3.10095
item_5485,4.43593,3.25674
item_5486,17.0759,-0.42498
item_5487,16.7231,0.0380332
item_5488,2.89258,-13.9347
item_5489,3.15352,-13.5034
item_5490,-5.63969,-17.107
item_5491,-1.91015,12.4567
item_5492,-4.27648,-10.5815
item_5493,-1.99787,12.6075
item_5494,-4.13371,-10.0786
item_5495,4.80165,3.44555
item_5496,16.864,-0.273516
item_5497,-1.63796,12.4392
item_5498,-3.98766,-9.98917
item_5499,2.99386,-13.9784
item_5500,-5.71624,-16.9983
item_5501,4.52415,2.9466
item_5502,-2.34664,12.5269
item_5503,2.82305,-13.9133
item_5504,-2.7768,11.8519
item_5505,-5.69165,12.2068
item_5506,3.34337,-13.7285
item_5507,-3.65671,-8.56533
item_5508,4.96871,3.36944
item_5509,4.14519,-13.0328
item_5510,5.16728,-13.1003
item_5511,2.62304,-12.6391
item_5512,-4.08888,-10.467
item_5513,2.75713,-14.0173
item_5514,-2.33428,11.9392
item_5515,3.20819,-12.868
item_5516,-5.63837,-17.2865
item_5517,4.05775,3.34501
item_5518,17.1125,-0.230082
item_5519,-1.56847,12.2844
item_5520,-5.86782,12.1116
item_5521,4.4103,3.14101
item_5522,-4.69387,-11.1451
item_5523,-1.75526,12.3656
item_5524,-6.02188,12.0659
item_5525,17.0409,-0.334336
item_5526,3.38528,-13.7373
item_5527,-3.77969,-8.36341
item_5528,4.846,3.04412
item_5529,5.04684,-13.0825
item_5530,5.2203,-12.9239
item_5531,4.33343,3.48131
item_5532,-4.28748,-11.0199
item_5533,-1.74448,12.3849
item_5534,-2.15656,12.1063
item_5535,-3.89855,-9.1284
item_5536,-5.81111,11.4069
item_5537,-3.885,-8.62641
item_5538,-4.56725,-11.2181
item_5539,-4.26032,-10.1494
item_5540,-5.76675,12.0279
item_5541,-3.67397,11.7478
item_5542,3.51438,-13.5477
item_5543,-3.99802,-9.17514
item_5544,4.63071,2.99256
item_5545,-1.8494,12.2367
item_5546,5.77657,-12.832
item_5547,-3.05523,11.972
item_5548,-4.49752,-11.3753
item_5549,-3.56705,-8.45405
item_5550,-2.20335,11.8884
item_5551,-3.42606,-8.61873
item_5552,-5.59157,-17.3709
item_5553,4.18036,3.33802
item_5554,3.97231,-13.4222
item_5555,-3.7784,-8.67978
item_5556,-6.04479,11.569
item_5557,17.3371,-0.00912986
item_5558,-4.53861,-11.298
item_5559,-6.18177,11.7807
item_5560,-6.07624,11.8663
item_5561,3.35396,-13.7178
item_5562,17.1513,0.074144
item_5563,-4.46515,-11.3062
item_5564,3.26066,-13.7904
item_5565,4.41586,3.0664
item_5566,-5.58226,11.5168
item_5567,17.3666,-0.111685
item_5568,-4.31841,-11.0242
item_5569,-5.68653,11.4231
item_5570,-5.69813,11.7576
item_5571,4.33766,3.33984
item_5572,4.94244,3.31526
item_5573,-1.88903,12.0079
item_5574,-4.42118,-11.2315
item_5575,-4.61408,-11.3156
item_5576,-5.88812,11.7248
item_5577,16.992,0.0436181
item_5578,-6.04549,11.5582
item_5579,2.39708,-12.9348
item_5580,-5.68939,11.9885
item_5581,-1.58203,12.5021
item_5582,-2.28271,11.9846
item_5583,4.25759,3.13866
item_5584,3.35782,-13.6533
item_5585,-5.64807,11.9108
item_5586,3.37798,-13.6988
item_5587,17.0436,-0.601725
item_5588,16.9321,-0.587041
item_5589,2.5364,-12.8076
item_5590,-5.73334,11.4053
item_5591,-1.60825,12.0722
item_5592,-5.63866,-16.94
item_5593,-1.66075,12.4847
item_5594,17.4052,-0.265777
item_5595,3.16518,-12.8377
item_5596,-6.10894,12.0098
item_5597,-5.58376,11.5386
item_5598,-4.22462,-11.2103
item_5599,-5.59842,-17.0537
item_5600,-5.66053,-17.3633
item_5601,16.9402,-0.34274
item_5602,4.99396,3.01291
item_5603,17.1906,0.170118
item_5604,-5.59745,-17.0133
item_5605,2.89672,-12.8325
item_5606,-4.48733,-11.1297
item_5607,-3.83613,-8.71938
item_5608,-5.47901,12.2487
item_5609,2.96192,-13.7703
item_5610,-4.39469,-11.1236
item_5611,4.09217,3.10531
item_5612,-4.28123,-10.9623
item_5613,2.49095,-12.6618
item_5614,-2.46588,11.8356
item_5615,-1.58745,12.5512
item_5616,3.36288,-13.614
item_5617,4.14228,3.18596
item_5618,-5.58481,-17.2386
item_5619,4.706,-12.8434
item_5620,16.8002,-0.144577
item_5621,16.9504,-0.731175
item_5622,-4.29742,-10.9763
item_5623,4.51818,-12.8864
item_5624,-2.61169,11.9679
item_5625,4.05261,-12.897
item_5626,-4.30111,-11.4676
item_5627,-5.79464,11.7639
item_5628,5.27313,-12.8987
item_5629,-3.77304,-8.54544
item_5630,16.925,-0.333789
item_5631,4.01379,3.37867
item_5632,-2.4506,11.7537
item_5633,-3.88479,-8.5827
item_5634,-4.35237,-11.1411
item_5635,17.1658,0.229552
item_5636,4.7116,3.08664
item_5637,-1.50092,12.5371
item_5638,-4.4533,-11.1013
item_5639,-5.88528,11.6626
item_5640,-2.52902,12.3301
item_5641,-4.16016,-10.8343
item_5642,3.41495,-13.8107
item_5643,-3.83332,-8.50497
item_5644,4.85802,3.03297
item_5645,-2.94942,11.854
item_5646,-5.80496,11.8298
item_5647,2.68642,-13.7348
item_5648,5.68365,-12.813
item_5649,4.34887,3.23628
item_5650,-4.45689,-11.1554
item_5651,4.63586,3.28139
item_5652,-5.72821,11.7692
item_5653,-5.20197,11.3496
item_5654,-5.66241,-17.271
item_5655,17.1399,0.0797083
item_5656,4.60001,3.4496
item_5657,4.24949,-12.8549
item_5658,-5.15709,11.6913
item_5659,-1.54154,12.7067
item_5660,5.74655,-12.7938
item_5661,-4.10852,-9.98868
item_5662,-4.55768,-11.1283
item_5663,2.74671,-13.6217
item_5664,-5.30824,11.6315
item_5665,-5.77471,11.2955
item_5666,3.23841,-13.6773
item_5667,17.0234,-0.267185
item_5668,4.77176,3.45897
item_5669,-3.34359,-8.53025
item_5670,-2.21836,12.3852
item_5671,-4.15369,-9.89304
item_5672,16.8864,-0.252696
item_5673,-1.68876,12.4499
item_5674,-2.06589,12.4782
item_5675,2.8847,-13.905
item_5676,-4.37831,11.6784
item_5677,-5.75413,11.8846
item_5678,4.96216,-13.1234
item_5679,-3.74814,-8.62243
item_5680,-4.40411,-11.3089
item_5681,-3.61828,-8.61167
item_5682,4.87494,3.2806
item_5683,17.084,-0.157427
item_5684,-4.27396,-10.6186
item_5685,16.9375,-0.0676579
item_5686,-5.64713,-16.9207
item_5687,17.0851,-0.231182
item_5688,-4.334,-11.0553
item_5689,-3.79657,-8.61654
item_5690,-2.37326,11.8751
item_5691,3.15463,-13.5666
item_5692,4.66496,3.38218
item_5693,3.29178,-14.0867
item_5694,17.3817,-0.276643
item_5695,3.23795,-13.4934
item_5696,-4.57632,-11.2611
item_5697,-4.10139,-9.835
item_5698,3.29126,-13.4342
item_5699,2.91562,-14.1079
item_5700,-4.58998,-11.2718
item_5701,4.64808,-12.8169
item_5702,-5.79987,11.5602
item_5703,2.78868,-12.9299
item_5704,-2.11732,12.1183
item_5705,-2.12179,12.403
item_5706,-5.55646,11.6079
item_5707,16.9778,-0.172601
item_5708,5.70172,-12.7422
item_5709,4.36436,3.23921
item_5710,17.1974,0.0868872
item_5711,-4.01805,-9.92402
item_5712,3.06726,-13.5524
item_5713,-3.79553,-8.50707
item_5714,4.70472,2.94367
item_5715,4.32472,3.15058
item_5716,5.13207,-13.0233
item_5717,-6.14342,12.0434
item_5718,-4.52188,-11.2273
item_5719,-2.24077,12.036
item_5720,-5.67029,-17.33
item_5721,-1.87214,12.2823
item_5722,17.0949,-0.45457
item_5723,-4.22022,-10.4996
item_5724,-5.90728,11.9196
item_5725,4.0033,-13.0737
item_5726,-4.35981,-11.3453
item_5727,-1.69884,12.3282
item_5728,-5.89366,12.091
item_5729,2.51011,-13.1884
item_5730,3.43958,-13.8987
item_5731,2.643,-14.1001
item_5732,4.70872,3.04918
item_5733,4.72537,3.10763
item_5734,5.28077,-12.8987
item_5735,-1.4982,12.4763
item_5736,-2.51908,11.6508
item_5737,4.19122,3.21678
item_5738,-5.64375,-17.2664
item_5739,-3.64836,-8.69091
item_5740,17.1654,-0.367723
item_5741,2.68124,-14.0632
item_5742,-5.3852,11.7699
item_5743,-3.6709,-8.49814
item_5744,-4.49709,-11.4799
item_5745,4.70198,-13.1593
item_5746,-5.94779,11.6055
item_5747,-2.1864,12.3141
item_5748,3.43843,-13.5788
item_5749,-3.60648,-8.67946
item_5750,-4.65862,11.5296
item_5751,16.9162,0.0411816
item_5752,4.68532,-13.066
item_5753,-3.67763,-8.54248
item_5754,-4.26301,-11.342
item_5755,-5.41292,11.8432
item_5756,-2.08998,12.0192
item_5757,4.23567,3.18267
item_5758,-5.63078,-17.1127
item_5759,3.96812,-13.1111
item_5760,17.081,-0.38554
