x,y,cluster
4.68601,-3.31147,1
-0.128636,3.32299,9
-1.67733,-5.20784,4
2.71688,2.81708,2
-0.0779455,-4.0458,7
0.427563,-2.46201,4
-1.33108,7.58734,12
5.17839,-3.66953,1
1.00827,5.88732,8
-1.65201,7.08464,12
-0.4959,3.5559,8
0.735636,-5.19248,4
-0.357538,1.30547,5
-0.52184,-4.98,4
4.77682,-3.46174,1
1.933,3.40016,8
2.86986,1.18673,2
-0.552885,-4.53,4
-0.0193579,-4.32199,7
3.98434,-1.67957,1
-1.89818,2.02787,11
0.666472,-5.1962,7
5.40688,-3.88026,1
3.01403,0.279736,2
1.97614,3.28518,10
-0.654305,3.07543,5
1.21048,6.19547,10
-3.30608,3.91899,11
0.255297,6.98859,8
-1.72719,2.0856,5
0.284238,5.41233,8
2.40887,3.53503,10
3.22919,0.1271,2
-0.43689,4.40382,9
3.08076,3.78257,2
-3.37094,4.00502,11
-3.2813,2.93339,11
-0.252018,6.71512,9
-0.799158,6.25667,9
-0.529389,7.04415,12
-1.66278,2.76093,11
0.800829,6.02218,9
-3.09112,4.5333,9
-2.94039,4.41486,11
1.62567,4.72381,8
-0.384878,6.00239,9
0.497256,5.71199,10
0.928467,6.48219,9
-1.1936,-4.84276,4
1.20441,1.90339,8
0.858873,6.95293,12
1.20797,6.56198,8
0.741112,6.65692,8
-0.735127,4.84695,5
0.611596,6.23467,10
2.47065,0.985489,5
1.96203,4.44073,10
2.35617,3.85645,10
2.26152,4.31753,10
2.8782,0.540763,3
1.80008,2.91279,10
4.34599,2.18166,2
0.452583,5.51826,9
2.92214,2.59886,10
3.53707,2.1842,2
1.55912,5.27368,10
4.30684,1.73031,2
3.58668,1.77611,3
2.42135,2.40135,8
2.45481,4.20566,10
2.90336,4.09105,8
3.9249,0.304832,2
3.9402,1.21532,2
2.62983,4.46017,8
0.213985,4.03342,8
-0.0692825,7.00848,12
0.668422,-4.08722,7
-0.0369632,7.1677,12
1.11843,4.65704,9
0.104645,6.48842,9
3.98036,1.45818,2
1.02258,7.21578,12
1.25756,3.91338,10
2.41384,-0.834794,3
3.9997,1.03861,3
0.303006,-4.92682,4
1.59089,4.91071,8
0.138466,-4.55126,4
0.984518,4.4738,9
3.87226,2.30304,2
0.330641,6.93973,12
-0.370163,0.874228,11
2.01925,3.89215,8
-0.473452,-4.99972,4
-0.503731,-5.85658,4
0.232224,6.79014,12
0.303736,-4.15784,4
5.53029,4.83464,7
2.41648,0.111187,3
0.0482087,7.16438,9
4.13392,0.376703,3
-0.0554274,-5.84417,4
-0.174376,-6.00298,7
0.0951685,5.90562,8
-0.722076,-4.95048,7
1.13408,-2.49543,6
0.737408,-5.29765,7
-0.815303,-4.19493,4
0.776128,-3.35874,7
-0.557832,-6.00444,7
-0.80947,-4.17385,7
-1.50578,2.55344,5
0.126139,-5.91434,7
1.24029,-2.53081,4
0.850543,-5.08495,7
0.238067,-2.8342,4
3.96026,-2.99085,1
3.87066,-2.81008,1
-0.989654,-5.11051,4
4.48166,-3.15158,1
0.286166,-5.58889,4
0.902247,-4.72282,7
0.322913,-4.6344,7
-0.741679,6.01466,12
-1.14503,5.61657,12
-1.77748,2.95144,8
0.404316,-4.30716,4
4.26791,-4.20303,1
-2.03741,3.04168,13
-1.22873,2.12346,12
0.531826,-3.90228,4
4.00152,2.1389,2
4.26921,-2.74639,1
3.5517,0.261339,2
4.68599,-3.08598,1
-0.6793,-4.64087,7
-0.38945,5.68948,8
-0.991266,1.45167,8
5.17694,-3.47857,1
5.47716,-3.63152,1
4.6909,-3.48271,1
0.47156,4.91552,8
-0.438063,6.61463,8
-0.216188,-3.77367,4
3.76576,2.67675,3
2.83486,3.63913,10
4.37856,0.999125,2
3.93602,2.65245,3
0.114462,-4.2625,4
4.09149,-3.47779,1
3.99705,0.541649,3
3.97283,-3.17395,1
-3.94943,3.62099,11
-1.00732,7.39563,12
1.11195,5.80535,8
-0.140261,6.97302,12
0.638943,-4.0202,7
1.37785,5.26704,8
0.827608,-4.56226,4
0.358408,-2.37897,4
4.24956,-3.42362,1
-0.858327,6.79882,12
-0.883079,7.47229,9
2.80901,1.94626,3
-0.604166,4.77429,9
-1.74405,2.02075,13
1.03214,-3.82244,7
-0.814827,6.19305,9
-0.130001,5.19165,8
-0.218156,-3.79522,4
1.80711,4.86043,10
-0.242797,4.77887,5
-1.42909,7.67571,9
-0.820892,7.47119,12
4.00817,-3.70829,5
1.19,1.72878,10
4.32842,1.41006,2
-1.36869,2.76986,2
2.92987,-1.09756,7
2.06574,4.00116,10
-2.19907,6.48703,12
-3.33966,4.05426,11
-4.10815,3.47127,11
3.07257,0.0975389,3
-1.87074,2.86123,13
-1.10123,2.44941,2
-1.98137,2.62877,13
-3.97909,2.1523,11
-2.94245,4.81156,11
-3.98264,1.90874,11
-0.998568,6.43213,12
-3.09084,4.50773,11
-1.01187,6.69559,12
-0.557232,4.96835,5
-1.75836,7.08291,12
-0.325438,3.65789,5
-0.495841,4.33113,5
-1.37972,6.24761,9
-0.331563,5.339,9
-0.787663,3.83074,9
-0.753274,4.71017,9
-0.635749,2.88013,2
0.721365,4.03939,10
-1.33284,7.68586,9
1.20056,5.66283,8
0.835862,6.70043,12
1.5618,6.28811,10
1.29975,1.35819,8
0.517642,6.70289,12
1.72222,5.53206,9
-0.149661,5.47097,8
0.953308,5.88185,12
1.17061,6.25924,12
0.300629,5.9721,8
-0.177689,7.50836,12
1.21627,4.83681,9
1.45782,6.02005,8
1.54653,6.3329,9
1.67716,5.48719,10
2.43903,3.7201,10
3.06837,3.16939,3
2.88144,2.62641,2
4.05945,2.05396,3
1.44527,3.30608,8
3.59552,-0.19539,3
4.00457,0.728087,2
3.04176,-0.619167,3
3.7216,2.46114,2
-0.292607,4.96522,9
0.883572,5.64833,10
-0.0402968,-5.01732,4
3.89829,0.815783,2
-0.134956,7.53879,9
0.24136,-5.3137,4
-0.470414,-5.29503,4
4.23218,0.517842,2
2.21206,4.2309,10
-0.400352,-5.30858,7
-0.314862,1.38062,5
-0.04784,7.13288,12
2.26235,3.71744,10
0.861093,-2.14652,7
0.119033,-2.71484,4
3.05226,1.70569,3
-0.100418,-5.3207,4
4.12989,1.34513,3
2.08864,-0.591613,3
0.80276,-3.74029,4
0.104885,7.45796,9
-1.80704,2.68795,13
-1.20282,-4.53154,4
1.30886,1.03826,7
-0.300476,-4.60647,4
-1.33973,-4.52044,4
-0.753911,-5.48013,4
0.825208,-5.14926,4
-0.388555,-6.04568,7
4.23596,0.467399,2
-1.19156,-5.11624,4
-0.232018,-3.62925,4
-1.42279,-4.58055,4
-1.06935,-3.9058,4
-1.03793,7.08183,12
0.938451,-3.18734,7
0.740077,6.01045,12
0.529839,-2.27816,7
-0.94105,7.15393,12
0.180018,-2.75713,7
0.955904,-3.46312,7
-1.41741,5.70991,8
1.15849,-1.47816,4
3.61783,-2.84018,1
-1.72387,2.52844,13
-1.30315,-4.70463,4
-1.21462,-5.35902,4
-1.6721,3.88548,8
5.31116,-3.58644,1
-0.660177,5.26063,9
3.19222,3.13945,2
3.70832,-2.55199,1
2.83026,0.564305,2
5.06744,-3.36307,1
0.401968,-3.99336,7
0.210307,6.68822,8
4.39538,-3.16701,1
4.52538,-3.10415,1
0.830993,-3.65128,4
-0.129831,6.91823,12
-1.25797,7.58781,9
-0.201597,1.6824,11
0.973817,-3.59644,7
3.85631,-2.71935,1
5.26985,-3.6146,1
-1.68889,0.725187,5
1.42494,4.15406,8
-1.34067,7.41074,9
-1.00756,7.48223,12
-0.118341,-4.99963,4
-1.09233,-4.2727,4
-2.06153,3.15661,13
5.3213,-3.75198,1
-1.18276,7.21517,12
0.795299,5.75834,8
-0.628086,1.59615,5
-0.83346,2.65931,5
0.952157,-4.89404,1
-0.206312,-5.18959,4
0.814865,-4.79764,4
0.536263,-3.89251,4
4.86526,-3.83596,1
2.31853,3.33268,8
1.32775,0.278301,6
-0.771962,4.31531,5
3.28001,-0.477999,2
-0.161809,-3.72457,4
-1.9288,2.32331,13
-0.262798,-5.44163,4
-1.20254,6.47806,12
1.37209,4.35849,8
2.87287,0.280422,3
3.67352,1.68481,3
3.82628,2.22529,2
4.17585,-3.796,1
3.56506,2.33455,2
3.72333,1.33778,2
3.02064,2.64642,3
0.0963783,-3.93064,7
2.41668,3.59774,10
1.2416,6.01172,12
-1.86129,6.40284,8
0.814208,4.00177,10
-1.36019,6.94233,8
3.10068,3.76431,8
0.540882,6.01903,12
-3.79315,3.88801,11
-3.83553,3.76733,11
2.92794,1.32972,2
-4.02879,2.32952,11
-2.50648,2.55466,11
1.20985,1.58801,11
-0.937817,7.33396,9
-3.23903,4.71927,11
-4.06387,2.1778,11
-4.08342,3.53494,11
-1.33862,6.49482,9
-1.55552,7.30026,9
-0.706084,6.69068,9
0.0617926,5.38574,10
-2.90586,4.01692,9
3.60873,-2.11374,1
5.5151,-3.53757,1
1.02044,4.54278,10
1.90039,2.7757,3
1.17795,6.53985,12
1.34854,3.73476,8
1.22636,4.2007,10
-0.705583,7.58827,12
1.12489,7.15537,9
-0.513549,4.98691,5
0.797702,5.97115,8
-0.328251,5.55565,12
0.477312,7.48094,12
-0.456191,6.42223,12
2.84706,-1.32304,11
0.689629,6.15872,9
0.893006,1.74339,8
0.28955,7.67049,9
0.373748,7.57268,9
3.3883,-0.084787,3
2.98334,2.64121,3
-0.949606,7.38662,12
2.36552,4.37941,8
4.36895,1.49883,2
4.45306,0.916041,2
3.12528,1.79221,2
3.43551,3.28264,2
3.99028,0.909897,2
3.99159,0.734364,3
3.83661,1.79883,2
1.68342,-2.07102,7
0.0705122,-3.72131,7
0.210057,4.51092,8
2.44832,-1.34913,3
0.402409,3.76629,8
-1.34681,-5.4058,4
-0.558525,-5.67098,7
0.792611,-5.36559,7
0.711493,-4.64752,11
4.36749,1.56529,2
1.91524,2.55099,10
2.33985,0.734072,3
1.54242,2.26509,6
3.66538,2.19544,2
-0.801932,-3.56413,4
-2.00332,0.936816,5
-2.00655,0.935851,5
-1.22293,-4.21428,7
3.8989,1.93563,2
1.93895,-2.24627,3
-0.751258,7.10889,8
4.24362,2.13831,2
3.98387,2.12722,2
2.95243,3.48297,11
-0.334017,-3.93748,7
-0.433176,-6.06473,4
-0.42286,-6.09353,7
0.408872,6.55546,8
-1.32812,-4.58211,4
-1.3024,-4.69778,4
0.393437,-5.23849,7
-0.35051,-5.86274,4
-1.57285,7.25808,12
-0.457858,-3.1,4
2.94348,2.73234,2
0.974863,-4.10655,4
3.8303,-2.97452,1
-1.32257,-4.67232,4
3.77915,-2.44257,1
-0.452877,1.01771,5
-1.98685,3.17266,13
4.16841,-2.8092,1
3.20172,-0.0151099,2
5.19396,-3.39025,1
0.573613,5.45406,8
-2.30612,6.21923,8
4.00461,-2.45968,1
-0.341739,0.587639,5
-0.14451,0.169124,3
-1.58952,-5.28729,4
2.52078,2.77349,2
3.7854,-2.82097,1
0.82807,-3.458,7
-0.263512,3.21467,2
3.72737,-2.76127,1
4.97543,-3.19801,1
-1.5056,1.67443,5
2.91746,-0.395977,2
2.39317,4.12553,10
-0.42035,5.67647,8
-0.0989772,-4.84867,4
1.13912,-2.6589,4
1.65167,-3.47431,4
3.2393,-3.11474,1
0.553209,5.83394,8
0.608052,-4.52362,4
-2.05389,3.14279,13
2.49382,-0.783193,3
3.04305,-0.181758,3
5.26714,-3.45638,1
5.23586,-3.49966,1
4.50278,-3.71099,1
2.44495,0.390998,2
5.20348,-3.46541,1
1.75808,4.28368,8
-1.4122,7.18996,9
0.166309,6.03521,8
-0.981273,6.29953,12
-1.12988,7.43608,12
-0.724484,7.50629,9
-1.95746,3.00828,13
5.06116,-3.40157,1
-1.82198,2.41292,13
0.542457,6.88113,9
0.263207,-4.1364,7
0.698048,7.15299,12
0.575992,-2.70515,4
4.58632,-3.11201,1
5.05643,-4.21536,1
1.62427,5.13498,10
-0.693517,6.50086,9
-1.1294,6.81532,12
-1.6792,0.738474,5
-3.32033,3.87108,11
0.663756,6.35425,10
-1.66325,2.36775,8
0.829102,7.15954,12
-1.69762,1.61248,5
2.53774,3.30276,8
2.75243,0.0452123,3
-0.908711,4.92059,5
2.21721,2.83522,8
0.991425,5.08202,10
-0.348519,5.98358,12
-1.66966,1.76718,5
-1.42282,1.34155,5
-3.49533,4.2882,11
-0.723141,5.16149,9
-4.20317,3.41614,11
-3.96803,1.90516,11
-1.39003,6.52437,9
-3.36953,3.89629,11
-0.356391,6.82028,9
-3.00084,4.56491,11
-1.50569,7.25682,9
-0.866378,7.20089,9
-3.36628,4.34874,11
4.74551,-3.58103,1
-1.78662,1.02791,5
1.41241,3.92528,8
1.71931,5.23432,10
0.522325,5.21072,12
1.76024,6.07263,8
-0.0813359,7.78266,12
1.80295,5.7826,10
3.68456,1.69457,2
1.78908,4.54211,9
0.595839,6.8298,9
-0.0846388,5.6549,9
1.14035,7.21467,9
-1.95095,1.01421,5
3.37272,0.116242,2
1.11411,6.6154,9
2.06335,5.18618,8
3.00443,0.830414,3
3.38304,2.28055,3
-0.79763,5.93976,12
3.09743,2.47617,3
-0.301299,7.11839,12
4.32296,1.8743,2
1.19913,6.4006,9
1.32109,5.35574,8
1.38144,1.37316,7
3.98009,0.558992,2
3.18592,0.208258,3
0.323299,7.33416,12
1.64363,0.560066,6
-0.209571,-4.58502,7
3.06636,0.849038,2
3.37958,0.970232,2
4.40821,0.736351,2
0.169236,-4.67042,4
3.84069,0.275321,3
1.71665,5.38009,10
2.63983,-1.22415,7
4.21945,0.956406,2
2.37842,0.481145,3
4.2619,1.16725,2
4.00779,1.20986,3
-0.347236,-5.08907,4
-0.215153,-3.68662,4
0.930765,4.18682,9
3.69388,0.445582,3
-0.283501,-5.04824,4
1.49506,3.83306,10
-0.445701,-2.93938,4
-1.39124,-5.49465,7
-0.611073,-5.93764,7
-0.916416,-5.58934,7
-0.0681404,-5.50538,4
3.24465,1.02263,2
3.26974,1.41697,2
3.95364,1.33127,3
-0.279363,-5.98639,7
-1.32485,-4.95239,4
-0.643804,-2.47709,5
-0.408512,-5.87221,7
1.31426,-1.36283,6
0.212157,-5.66416,7
-1.28577,-5.14493,4
-0.173902,-4.30782,7
-1.6479,2.74822,2
2.59782,-0.707832,3
-0.544732,-4.86632,4
-1.20717,2.2998,3
-0.366884,-3.83834,4
-0.522447,1.23359,5
-1.78946,2.3843,13
3.92301,1.64304,3
3.94265,-3.71195,1
3.53455,-2.75825,4
1.01154,-1.6718,7
2.60341,2.69475,2
-1.13186,3.36777,8
2.5102,3.61617,2
-0.725851,-4.51135,7
0.357905,-2.09597,7
5.49543,4.80533,5
4.43725,-3.01428,1
4.0422,-2.74643,1
4.18513,-4.29617,1
4.46902,-3.34837,1
3.79379,-3.68104,1
-0.619538,-5.60642,7
-1.99382,3.20813,13
3.73387,-2.2888,1
-1.77388,3.28549,13
-1.71513,3.95665,13
0.369902,-3.34029,4
-0.640378,7.29743,12
4.61824,-3.98865,1
-2.31171,2.60968,1
-0.240493,3.73612,13
1.58039,3.63008,10
0.277751,5.15312,8
-0.661645,-4.71155,4
-1.68863,2.09858,13
4.17604,-2.73922,1
-1.617,2.35555,13
2.92677,-1.37915,7
4.57692,-2.96176,1
3.50171,3.16493,2
-1.74108,1.80247,5
3.80176,-3.37972,1
0.366356,-4.48989,4
4.80438,-3.18525,1
1.80708,2.91226,8
-1.93357,3.02265,13
-2.08528,3.0804,13
0.688078,-1.76636,7
-1.68876,1.57431,5
-0.536788,5.80274,8
3.44569,0.980756,3
-1.62609,7.43651,9
4.65246,-3.12245,1
3.596,1.33991,2
4.76882,-3.15035,1
0.928079,-3.95549,4
-1.85406,7.08902,12
-0.635166,4.75499,5
3.61715,1.96571,2
-1.33409,7.26872,12
1.42736,2.67414,6
3.34535,2.30382,3
2.98871,1.04008,3
4.97532,-3.61037,1
3.50907,1.68758,2
0.160598,-5.32935,7
0.731937,5.67277,12
4.50414,-3.08959,1
-0.831385,7.67232,12
1.36792,5.05414,8
-0.681643,5.45798,8
-0.419217,2.10245,5
3.45947,2.9513,3
-1.87869,1.04353,5
3.28268,1.43716,2
4.55913,-4.35801,1
0.603537,6.43615,8
-3.29106,4.8478,11
-1.45012,6.31488,9
2.47557,0.366618,3
2.72957,0.925457,11
-4.16473,3.41125,11
-1.15469,2.4685,5
1.36246,5.43492,11
-1.67002,6.96092,9
-3.71743,3.71382,11
-1.56533,2.59371,13
1.39514,5.16952,10
-3.15466,4.11963,11
-3.994,2.22907,11
-0.595268,7.10156,9
-0.0606884,6.81731,12
1.10969,6.65654,12
0.747086,4.66406,10
-0.332261,-4.58637,4
-0.515635,-4.4529,4
4.93349,-2.9956,1
1.60944,4.48063,10
1.04633,6.70703,12
0.767754,4.16502,8
1.11346,2.06432,7
1.35563,5.82229,12
1.43769,5.96129,8
1.68309,2.84561,10
1.25857,4.79977,10
-0.759773,5.80421,9
1.47167,6.40489,8
0.569343,7.32302,12
2.60423,-1.7185,3
-0.239646,4.4944,5
0.907092,6.42222,9
-0.884744,6.47978,9
0.521463,6.79726,12
0.542528,5.86127,12
-0.941101,7.40478,8
2.64542,-0.842807,3
3.18439,-0.61677,3
3.52113,3.08973,2
0.188344,-3.56806,7
1.33586,6.32318,8
-0.463504,-5.15508,4
1.48731,5.05618,8
4.25215,1.69309,3
0.380153,-3.65703,4
-0.577574,-5.78756,7
2.32851,3.58873,10
-0.0744223,-3.3541,4
0.208823,-3.58387,7
1.71403,0.504845,8
0.286993,-4.84535,4
-0.390571,-5.98681,4
-0.0684409,-3.08038,4
0.0373892,-4.89225,4
0.530222,-3.07088,7
3.69656,-0.0163962,3
3.46426,1.80286,2
3.90711,0.519224,3
3.3878,0.0551736,3
2.40328,-1.29233,7
3.58577,-0.142127,3
0.191249,-3.70839,4
-0.688204,6.5434,12
0.334168,-4.82395,7
0.438455,5.06993,8
2.00252,4.39623,10
5.63391,4.92104,7
-0.370029,-5.92142,4
-1.8508,7.20559,12
2.99046,2.19906,2
3.5809,2.29745,2
-1.32421,-4.93306,4
0.780131,-4.90051,4
0.167838,-5.70684,4
-1.23122,-4.34282,4
-1.55943,-4.71861,4
3.48509,1.74824,2
0.366221,-5.20624,4
-1.46038,-5.49129,4
-0.518856,-5.82334,4
-0.56764,6.40545,12
-0.0486626,-5.04651,7
-0.285017,-3.09553,7
0.0461052,-4.18306,4
-1.03773,-5.71577,4
0.12488,-3.82277,4
-1.23525,-5.38979,4
1.24176,-1.20697,7
3.70121,-3.07473,1
-0.208834,6.47283,12
-0.758964,-4.92746,4
-0.229596,2.17136,5
4.24679,1.28899,2
4.0969,-3.65841,1
3.87718,-3.3917,1
2.87295,1.38048,2
2.9333,1.37369,2
0.292012,-3.60928,4
5.48265,-3.61613,1
4.91222,-3.16614,1
3.89556,-3.70728,1
4.27001,-4.27352,1
0.804292,-5.28026,7
-2.0615,3.15111,13
-0.0154405,1.70621,5
4.28694,0.835726,2
3.19234,-0.3963,3
5.12819,-3.64926,1
0.299286,-4.38249,4
-1.04842,-4.45797,4
-0.67297,6.54016,12
0.3469,6.6953,12
-1.00376,3.88438,5
3.37685,1.56402,2
-1.66098,-5.25501,4
-0.607999,1.60046,5
-0.304464,6.50323,8
4.12349,-3.76909,1
4.73861,-3.4344,1
-1.22425,5.7454,12
-2.11756,2.99197,13
1.00553,-4.84636,4
-1.66461,1.60592,5
5.11943,-3.7433,1
-0.81235,-4.07582,4
0.223237,-4.38425,4
5.37079,-3.96575,1
1.46417,3.99184,10
2.97974,1.54304,5
-2.06818,2.46097,13
2.81703,3.54063,11
0.834431,-4.09695,7
-0.787989,7.46531,12
5.32255,-3.6513,1
0.101448,7.10329,9
1.18465,6.11563,12
1.27098,6.04302,8
0.624252,6.26826,12
-1.01653,7.3762,12
-0.432217,-5.49311,4
-0.639943,-4.3072,4
2.77916,0.963296,3
3.24092,1.00605,3
4.31003,-3.92152,1
0.026396,4.75896,10
0.752928,-4.47835,7
4.45377,1.47308,2
-1.79801,1.98302,5
1.42711,5.01958,8
2.84514,0.741051,3
-1.12953,6.52721,9
-1.03748,2.52295,11
3.35424,2.8777,2
-3.74591,2.23215,11
-1.16558,1.22039,5
-0.593632,5.82873,9
-2.18463,6.5596,12
0.967552,5.2724,10
1.62532,5.75135,10
1.33745,3.89409,11
-0.113777,6.81493,9
0.296422,-4.65725,4
2.0535,1.21553,8
0.988398,6.81509,8
1.38751,6.469,12
0.900157,4.79025,10
0.704004,5.90983,12
0.0816128,7.29638,9
1.21983,4.11125,10
1.08358,7.08622,9
1.42725,4.97446,8
1.11756,5.1695,9
2.64622,4.48116,8
4.31118,1.53886,2
3.56132,0.191316,3
0.240447,6.11368,8
3.91959,2.42904,2
0.177557,6.07928,12
0.974992,7.08049,9
2.83115,3.11471,2
0.804726,6.23216,12
-0.0697026,1.36121,5
2.80237,2.76764,2
1.34583,6.74421,12
0.277984,6.99121,12
0.90002,5.74182,8
0.137438,5.08018,8
0.454886,6.67533,9
1.29254,3.29998,10
0.415525,6.3849,12
2.87248,-0.405783,3
1.35239,6.74309,9
3.4252,1.20287,3
0.975316,-3.94047,4
-0.613426,-5.97788,11
0.627047,-2.58545,4
1.80428,2.54519,10
-0.297934,-5.2369,4
-0.485443,-6.10414,4
-0.0793044,-3.78747,4
0.707063,-1.98718,4
0.920364,-1.60511,4
3.94864,0.542763,2
0.336735,4.13944,10
0.363786,4.46823,8
-0.223155,2.21692,5
0.872867,-1.83748,4
0.881841,-4.33825,4
-1.36989,-5.59812,7
0.880695,-3.97434,7
1.3652,-1.84911,7
3.75828,1.4034,3
-0.484401,-5.89797,7
-1.30875,-4.3154,4
-0.915077,7.04659,9
-1.08623,-5.12661,4
-1.82569,2.03361,5
-1.29538,5.58934,8
-0.294709,-4.38077,7
2.53775,2.91526,2
3.92747,1.99633,2
0.638808,-4.02658,7
-1.27156,-5.08492,4
3.90457,-3.18119,1
-0.632095,2.29962,5
-0.110739,6.27517,8
3.81267,2.73439,2
1.65228,2.54607,6
1.19301,-1.17042,6
3.07041,2.29374,2
0.988778,-3.28584,4
0.833328,-2.85542,4
4.20457,-2.93945,1
-0.794408,2.81439,5
3.65408,2.26539,2
-0.987437,-4.85601,4
3.17594,-0.317424,2
4.32228,-2.85761,1
4.10758,-4.16663,1
4.38687,-2.81787,1
-0.10155,-5.90175,7
4.20694,-4.30217,1
3.17772,3.5678,8
-1.00574,3.06452,2
-0.65523,-4.07321,4
4.05253,-2.7275,1
0.23532,-5.19797,7
3.56533,-2.66151,1
4.94944,-3.17645,1
4.16218,-2.71013,1
4.78961,-3.08026,1
1.38016,5.12852,11
0.520931,-3.81014,4
0.975953,-1.63503,6
1.00832,-3.40433,7
0.190849,5.53429,8
4.0759,1.86245,2
-1.66355,2.3913,2
-0.371301,-3.39498,4
1.47059,3.19306,8
3.65134,1.37525,2
0.92166,-1.68935,4
0.873495,-4.31831,4
0.620983,4.84038,8
0.785416,-4.14906,4
0.581429,-4.63948,4
-2.03616,2.86928,13
-2.05071,3.09549,13
0.0335509,-4.17462,4
2.68453,3.07332,2
2.708,0.0412046,3
-1.7472,2.50707,13
0.0577833,1.71789,5
0.431306,-5.4983,7
-1.21615,3.2706,2
4.50373,-3.43512,1
-1.70331,1.46818,5
-1.86749,2.37695,13
0.109133,5.78237,9
0.867703,5.95465,12
-0.748057,3.34846,9
-1.11057,7.12621,9
-0.00527182,1.00147,5
5.35005,-3.75542,1
2.75376,0.729869,3
0.3339,6.2293,8
3.51795,2.71697,2
-1.00882,6.42681,12
-1.03357,7.50118,9
1.91422,4.62811,8
-1.5485,2.85501,9
-1.45058,2.99357,2
-0.330105,7.49223,12
-0.480059,6.18097,9
-0.0569163,5.58281,8
3.94564,2.3354,2
-2.78398,4.90411,9
-2.79381,4.91971,9
2.97938,3.89019,10
-0.433772,6.53498,9
0.0933029,6.58014,8
3.94793,-2.70518,3
-3.27994,2.94105,11
-2.89554,4.95495,9
-1.60145,7.17859,12
2.03126,2.96641,8
-3.38507,2.74544,11
-1.77347,2.64868,13
-1.08789,6.14206,12
-3.08377,3.25977,11
-0.662929,7.15036,9
-3.03619,4.08088,11
-4.07923,3.34672,11
-3.95208,1.92207,11
-0.656509,7.14296,9
-3.13442,4.69049,11
1.26996,5.35765,10
0.379304,5.07131,10
-0.326588,7.00048,12
4.26072,-2.87308,1
-1.76972,1.00586,5
1.45834,4.40921,10
1.22134,1.61339,7
2.11681,2.44478,8
1.76372,3.73972,8
1.30288,1.41645,7
2.01614,5.01714,8
1.94553,4.10702,10
1.53167,3.64722,10
2.11193,3.05411,8
1.20001,-0.984433,8
1.74687,2.72637,10
1.5323,3.8942,10
1.7176,5.69593,9
1.75533,3.39348,10
1.6699,5.05265,10
1.32266,4.56285,10
0.281582,4.11453,10
0.297996,5.32204,9
4.05187,1.58906,2
1.41997,5.5676,8
2.74558,-0.28416,3
3.18634,0.681341,3
4.3469,1.88876,2
-1.69132,0.748457,5
0.751089,-3.45135,7
3.41604,1.14232,2
2.90208,-0.0966859,2
1.54526,6.42411,8
-0.17518,-5.44293,4
-0.440424,-6.14317,4
-0.520269,-5.87307,4
0.765017,-4.54949,7
0.0295002,-3.58347,4
-0.863381,-5.38569,7
0.476246,4.15825,10
-0.664567,-5.42605,4
-0.68261,-5.52265,4
-0.318572,-5.83,4
-0.160655,7.07211,12
1.4791,4.75198,8
2.72,-0.700729,3
-0.455478,-5.48328,4
4.34818,0.593863,2
-0.226319,6.61129,8
0.967882,-1.30134,4
-0.0136541,-5.99596,4
1.27189,-4.38519,7
-0.0819791,-6.19067,4
-0.0687719,7.30287,9
-1.82644,7.041,12
-0.418424,3.53648,5
3.22018,2.73752,2
-0.691696,-3.31303,4
-0.211218,-5.94536,4
-0.524808,-6.18026,4
-1.2714,7.23697,12
-0.799815,-4.03517,4
-1.81043,1.91113,5
-1.33917,-5.2378,4
0.302321,-4.88532,4
-0.514516,-4.34958,4
3.17826,2.8806,2
0.14901,5.20182,10
0.850506,-2.7629,4
-0.458794,-3.80041,4
2.46197,3.08511,2
1.11925,-2.75237,4
2.45726,1.17041,4
-0.682024,-4.0452,4
-0.570771,-3.70748,4
-1.63828,3.82698,13
1.39288,1.68095,6
1.19442,-1.68545,4
-0.724797,-2.72554,5
0.55172,-4.82557,7
-1.4577,6.76247,8
3.02067,1.25025,2
-0.335857,-4.37708,4
-1.14357,5.5282,8
5.26632,-3.46045,1
4.17722,-2.75041,1
4.50336,-3.06374,1
0.0568675,1.24595,5
4.68448,-3.62313,1
-1.02671,1.95651,5
-1.04943,2.05941,3
-0.0955641,-5.39129,7
-2.1217,2.38413,13
0.146534,-3.58455,7
-1.49452,-5.53603,4
4.44806,-3.4738,1
-0.588532,-3.70497,4
-1.0575,7.23108,12
-1.45501,2.88203,8
-1.59448,1.63763,5
3.48065,1.45021,2
-1.01348,-4.7693,4
-1.36725,6.4475,12
4.56144,-2.99853,1
-0.580204,-5.31499,4
4.98932,-3.26291,1
4.85418,-3.29878,1
5.14882,-3.54583,1
-0.693217,-3.29636,4
0.285302,-5.37888,4
4.40199,-3.48581,1
4.10559,-2.54764,1
0.094435,4.01604,8
4.96445,-4.04627,1
5.10421,-3.68158,1
5.05555,-3.55329,1
-0.952266,2.17147,5
-1.45115,4.32756,8
-1.08472,6.68817,8
3.25252,2.437,2
5.21798,-3.46995,1
3.19805,1.27642,2
-0.851898,-3.44315,4
4.89943,-3.28278,1
4.79702,-3.91014,1
0.923862,5.78144,10
4.75303,-2.83096,1
0.908946,-3.81394,4
0.295455,-3.99738,4
-1.39912,4.25072,13
2.91405,1.15735,3
3.99143,1.80456,2
-2.69103,5.11635,8
0.948248,6.3175,8
1.93309,3.7311,8
1.9493,4.55822,10
-0.983059,1.98603,11
1.34018,5.84195,8
