,x,y,z
64.212000000002, 1.0000000, 1114.2160000,-70.3600000
64.224000000002, 1.0000000, 1114.4240000,-70.3733333
64.236000000002, 1.0000000, 1114.6320000,-70.3866667
64.248000000002, 1.0000000, 1114.8400000,-70.4000000
64.260000000002, 1.0000000, 1115.0480000,-70.4133333
64.272000000002, 1.0000000, 1115.2560000,-70.4266667
64.284000000002, 1.0000000, 1115.4640000,-70.4400000
64.296000000002, 1.0000000, 1115.6720000,-70.4533333
64.308000000002, 1.0000000, 1115.8800000,-70.4666667
64.320000000002, 1.0000000, 1116.0880000,-70.4800000
64.332000000002, 1.0000000, 1116.2960000,-70.4933333
64.344000000002, 1.0000000, 1116.5040000,-70.5066667
64.356000000002, 1.0000000, 1116.7120000,-70.5200000
64.368000000002, 1.0000000, 1116.9200000,-70.5333333
64.380000000002, 1.0000000, 1117.1280000,-70.5466667
64.392000000002, 1.0000000, 1117.3360000,-70.5600000
64.404000000002, 1.0000000, 1117.5440000,-70.5733333
64.416000000002, 1.0000000, 1117.7520000,-70.5866667
64.428000000002, 1.0000000, 1117.9600000,-70.6000000
64.440000000002, 1.0000000, 1118.1680000,-70.6133333
64.452000000002, 1.0000000, 1118.3760000,-70.6266667
64.464000000002, 1.0000000, 1118.5840000,-70.6400000
64.476000000002, 1.0000000, 1118.7920000,-70.6533333
64.488000000002, 1.0000000, 1119.0000000,-70.6666667
64.500000000002, 1.0000000, 1119.2080000,-70.6800000
64.512000000002, 1.0000000, 1119.4160000,-70.6933333
64.524000000002, 1.0000000, 1119.6240000,-70.7066667
64.536000000002, 1.0000000, 1119.8320000,-70.7200000
64.548000000002, 1.0000000, 1120.0400000,-70.7333333
64.560000000002, 1.0000000, 1120.2480000,-70.7466667
64.572000000002, 1.0000000, 1120.4560000,-70.7600000
64.584000000002, 1.0000000, 1120.6640000,-70.7733333
64.596000000002, 1.0000000, 1120.8720000,-70.7866667
64.608000000002, 1.0000000, 1121.0800000,-70.8000000
64.620000000002, 1.0000000, 1121.2880000,-70.8133333
64.632000000002, 1.0000000, 1121.4960000,-70.8266667
64.644000000002, 1.0000000, 1121.7040000,-70.8400000
64.656000000002, 1.0000000, 1121.9120000,-70.8533333
64.668000000002, 1.0000000, 1122.1200000,-70.8666667
64.680000000002, 1.0000000, 1122.3280000,-70.8800000
64.692000000002, 1.0000000, 1122.5360000,-70.8933333
64.704000000002, 1.0000000, 1122.7440000,-70.9066667
64.716000000002, 1.0000000, 1122.9520000,-70.9200000
64.728000000002, 1.0000000, 1123.1600000,-70.9333333
64.740000000002, 1.0000000, 1123.3680000,-70.9466667
64.752000000002, 1.0000000, 1123.5760000,-70.9600000
64.764000000002, 1.0000000, 1123.7840000,-70.9733333
64.776000000002, 1.0000000, 1123.9920000,-70.9866667
64.788000000002, 1.0000000, 1124.2000000,-71.0000000
64.800000000002, 1.0000000, 1124.4080000,-71.0133333
64.812000000002, 1.0000000, 1124.6160000,-71.0266667
64.824000000002, 1.0000000, 1124.8240000,-71.0400000
64.836000000002, 1.0000000, 1125.0320000,-71.0533333
64.848000000002, 1.0000000, 1125.2400000,-71.0666667
64.860000000002, 1.0000000, 1125.4480000,-71.0800000
64.872000000002, 1.0000000, 1125.6560000,-71.0933333
64.884000000002, 1.0000000, 1125.8640000,-71.1066667
64.896000000002, 1.0000000, 1126.0720000,-71.1200000
64.908000000002, 1.0000000, 1126.2800000,-71.1333333
64.920000000002, 1.0000000, 1126.4880000,-71.1466667
64.932000000002, 1.0000000, 1126.6960000,-71.1600000
64.944000000002, 1.0000000, 1126.9040000,-71.1733333
64.956000000002, 1.0000000, 1127.1120000,-71.1866667
64.968000000002, 1.0000000, 1127.3200000,-71.2000000
64.980000000002, 1.0000000, 1127.5280000,-71.2133333
64.992000000002, 1.0000000, 1127.7360000,-71.2266667
65.004000000002, 1.0000000, 1127.9440000,-71.2400000
65.016000000002, 1.0000000, 1128.1520000,-71.2533333
65.028000000002, 1.0000000, 1128.3600000,-71.2666667
65.040000000002, 1.0000000, 1128.5680000,-71.2800000
65.052000000002, 1.0000000, 1128.7760000,-71.2933333
65.064000000002, 1.0000000, 1128.9840000,-71.3066667
65.076000000002, 1.0000000, 1129.1920000,-71.3200000
65.088000000002, 1.0000000, 1129.4000000,-71.3333333
65.100000000002, 1.0000000, 1129.6080000,-71.3466667
65.112000000002, 1.0000000, 1129.8160000,-71.3600000
65.124000000002, 1.0000000, 1130.0240000,-71.3733333
65.136000000002, 1.0000000, 1130.2320000,-71.3866667
65.148000000002, 1.0000000, 1130.4400000,-71.4000000
65.160000000002, 1.0000000, 1130.6480000,-71.4133333
65.172000000002, 1.0000000, 1130.8560000,-71.4266667
65.184000000002, 1.0000000, 1131.0640000,-71.4400000
65.196000000002, 1.0000000, 1131.2720000,-71.4533333
65.208000000002, 1.0000000, 1131.4800000,-71.4666667
65.220000000002, 1.0000000, 1131.6880000,-71.4800000
65.232000000002, 1.0000000, 1131.8960000,-71.4933333
65.244000000002, 1.0000000, 1132.1040000,-71.5066667
65.256000000002, 1.0000000, 1132.3120000,-71.5200000
65.268000000002, 1.0000000, 1132.5200000,-71.5333333
65.280000000002, 1.0000000, 1132.7280000,-71.5466667
65.292000000002, 1.0000000, 1132.9360000,-71.5600000
65.304000000002, 1.0000000, 1133.1440000,-71.5733333
65.316000000002, 1.0000000, 1133.3520000,-71.5866667
65.328000000002, 1.0000000, 1133.5600000,-71.6000000
65.340000000002, 1.0000000, 1133.7680000,-71.6133333
65.352000000002, 1.0000000, 1133.9760000,-71.6266667
65.364000000002, 1.0000000, 1134.1840000,-71.6400000
65.376000000002, 1.0000000, 1134.3920000,-71.6533333
65.388000000002, 1.0000000, 1134.6000000,-71.6666667
65.400000000002, 1.0000000, 1134.8080000,-71.6800000
65.412000000002, 1.0000000, 1135.0160000,-71.6933333
65.424000000002, 1.0000000, 1135.2240000,-71.7066667
65.436000000002, 1.0000000, 1135.4320000,-71.7200000
65.448000000002, 1.0000000, 1135.6400000,-71.7333333
65.460000000002, 1.0000000, 1135.8480000,-71.7466667
65.472000000002, 1.0000000, 1136.0560000,-71.7600000
65.484000000002, 1.0000000, 1136.2640000,-71.7733333
65.496000000002, 1.0000000, 1136.4720000,-71.7866667
65.508000000002, 1.0000000, 1136.6800000,-71.8000000
65.520000000002, 1.0000000, 1136.8880000,-71.8133333
65.532000000002, 1.0000000, 1137.0960000,-71.8266667
65.544000000002, 1.0000000, 1137.3040000,-71.8400000
65.556000000002, 1.0000000, 1137.5120000,-71.8533333
65.568000000002, 1.0000000, 1137.7200000,-71.8666667
65.580000000002, 1.0000000, 1137.9280000,-71.8800000
65.592000000002, 1.0000000, 1138.1360000,-71.8933333
65.604000000002, 1.0000000, 1138.3440000,-71.9066667
65.616000000002, 1.0000000, 1138.5520000,-71.9200000
65.628000000002, 1.0000000, 1138.7600000,-71.9333333
65.640000000002, 1.0000000, 1138.9680000,-71.9466667
65.652000000002, 1.0000000, 1139.1760000,-71.9600000
65.664000000002, 1.0000000, 1139.3840000,-71.9733333
65.676000000002, 1.0000000, 1139.5920000,-71.9866667
65.688000000002, 1.0000000, 1139.8000000,-72.0000000
65.700000000002, 1.0000000, 1140.0080000,-72.0133333
65.712000000002, 1.0000000, 1140.2160000,-72.0266667
65.724000000002, 1.0000000, 1140.4240000,-72.0400000
65.736000000002, 1.0000000, 1140.6320000,-72.0533333
65.748000000002, 1.0000000, 1140.8400000,-72.0666667
65.760000000002, 1.0000000, 1141.0480000,-72.0800000
65.772000000002, 1.0000000, 1141.2560000,-72.0933333
65.784000000002, 1.0000000, 1141.4640000,-72.1066667
65.796000000002, 1.0000000, 1141.6720000,-72.1200000
65.808000000002, 1.0000000, 1141.8800000,-72.1333333
65.820000000002, 1.0000000, 1142.0880000,-72.1466667
65.832000000002, 1.0000000, 1142.2960000,-72.1600000
65.844000000002, 1.0000000, 1142.5040000,-72.1733333
65.856000000002, 1.0000000, 1142.7120000,-72.1866667
65.868000000002, 1.0000000, 1142.9200000,-72.2000000
65.880000000002, 1.0000000, 1143.1280000,-72.2133333
65.892000000002, 1.0000000, 1143.3360000,-72.2266667
65.904000000002, 1.0000000, 1143.5440000,-72.2400000
65.916000000002, 1.0000000, 1143.7520000,-72.2533333
65.928000000002, 1.0000000, 1143.9600000,-72.2666667
65.940000000002, 1.0000000, 1144.1680000,-72.2800000
65.952000000002, 1.0000000, 1144.3760000,-72.2933333
65.964000000002, 1.0000000, 1144.5840000,-72.3066667
65.976000000002, 1.0000000, 1144.7920000,-72.3200000
65.988000000002, 1.0000000, 1145.0000000,-72.3333333
66.000000000002, 1.0000000, 1145.2080000,-72.3466667
66.012000000002, 1.0000000, 1145.4160000,-72.3600000
66.024000000002, 1.0000000, 1145.6240000,-72.3733333
66.036000000002, 1.0000000, 1145.8320000,-72.3866667
66.048000000002, 1.0000000, 1146.0400000,-72.4000000
66.060000000002, 1.0000000, 1146.2480000,-72.4133333
66.072000000002, 1.0000000, 1146.4560000,-72.4266667
66.084000000002, 1.0000000, 1146.6640000,-72.4400000
66.0960000000021, 1.0000000, 1146.8720000,-72.4533333
66.1080000000021, 1.0000000, 1147.0800000,-72.4666667
66.1200000000021, 1.0000000, 1147.2880000,-72.4800000
66.1320000000021, 1.0000000, 1147.4960000,-72.4933333
66.1440000000021, 1.0000000, 1147.7040000,-72.5066667
66.1560000000021, 1.0000000, 1147.9120000,-72.5200000
66.1680000000021, 1.0000000, 1148.1200000,-72.5333333
66.1800000000021, 1.0000000, 1148.3280000,-72.5466667
66.1920000000021, 1.0000000, 1148.5360000,-72.5600000
66.2040000000021, 1.0000000, 1148.7440000,-72.5733333
66.2160000000021, 1.0000000, 1148.9520000,-72.5866667
66.2280000000021, 1.0000000, 1149.1600000,-72.6000000
66.2400000000021, 1.0000000, 1149.3680000,-72.6133333
66.2520000000021, 1.0000000, 1149.5760000,-72.6266667
66.2640000000021, 1.0000000, 1149.7840000,-72.6400000
66.2760000000021, 1.0000000, 1149.9920000,-72.6533333
66.2880000000021, 1.0000000, 1150.2000000,-72.6666667
66.3000000000021, 1.0000000, 1150.4080000,-72.6800000
66.3120000000021, 1.0000000, 1150.6160000,-72.6933333
66.3240000000021, 1.0000000, 1150.8240000,-72.7066667
66.3360000000021, 1.0000000, 1151.0320000,-72.7200000
66.3480000000021, 1.0000000, 1151.2400000,-72.7333333
66.3600000000021, 1.0000000, 1151.4480000,-72.7466667
66.3720000000021, 1.0000000, 1151.6560000,-72.7600000
66.3840000000021, 1.0000000, 1151.8640000,-72.7733333
66.3960000000021, 1.0000000, 1152.0720000,-72.7866667
66.4080000000021, 1.0000000, 1152.2800000,-72.8000000
66.4200000000021, 1.0000000, 1152.4880000,-72.8133333
66.4320000000021, 1.0000000, 1152.6960000,-72.8266667
66.4440000000021, 1.0000000, 1152.9040000,-72.8400000
66.4560000000021, 1.0000000, 1153.1120000,-72.8533333
66.4680000000021, 1.0000000, 1153.3200000,-72.8666667
66.4800000000021, 1.0000000, 1153.5280000,-72.8800000
66.4920000000021, 1.0000000, 1153.7360000,-72.8933333
66.5040000000021, 1.0000000, 1153.9440000,-72.9066667
66.5160000000021, 1.0000000, 1154.1520000,-72.9200000
66.5280000000021, 1.0000000, 1154.3600000,-72.9333333
66.5400000000021, 1.0000000, 1154.5680000,-72.9466667
66.5520000000021, 1.0000000, 1154.7760000,-72.9600000
66.5640000000021, 1.0000000, 1154.9840000,-72.9733333
66.5760000000021, 1.0000000, 1155.1920000,-72.9866667
66.5880000000021, 1.0000000, 1155.4000000,-73.0000000
66.6000000000021, 1.0000000, 1155.6080000,-73.0133333
66.6120000000021, 1.0000000, 1155.8160000,-73.0266667
66.6240000000021, 1.0000000, 1156.0240000,-73.0400000
66.6360000000021, 1.0000000, 1156.2320000,-73.0533333
66.6480000000021, 1.0000000, 1156.4400000,-73.0666667
66.6600000000021, 1.0000000, 1156.6480000,-73.0800000
66.6720000000021, 1.0000000, 1156.8560000,-73.0933333
66.6840000000021, 1.0000000, 1157.0640000,-73.1066667
66.6960000000021, 1.0000000, 1157.2720000,-73.1200000
66.7080000000021, 1.0000000, 1157.4800000,-73.1333333
66.7200000000021, 1.0000000, 1157.6880000,-73.1466667
66.7320000000021, 1.0000000, 1157.8960000,-73.1600000
66.7440000000021, 1.0000000, 1158.1040000,-73.1733333
66.7560000000021, 1.0000000, 1158.3120000,-73.1866667
66.7680000000021, 1.0000000, 1158.5200000,-73.2000000
66.7800000000021, 1.0000000, 1158.7280000,-73.2133333
66.7920000000021, 1.0000000, 1158.9360000,-73.2266667
66.8040000000021, 1.0000000, 1159.1440000,-73.2400000
66.8160000000021, 1.0000000, 1159.3520000,-73.2533333
66.8280000000021, 1.0000000, 1159.5600000,-73.2666667
66.8400000000021, 1.0000000, 1159.7680000,-73.2800000
66.8520000000021, 1.0000000, 1159.9760000,-73.2933333
66.8640000000021, 1.0000000, 1160.1840000,-73.3066667
66.8760000000021, 1.0000000, 1160.3920000,-73.3200000
66.8880000000021, 1.0000000, 1160.6000000,-73.3333333
66.9000000000021, 1.0000000, 1160.8080000,-73.3466667
66.9120000000021, 1.0000000, 1161.0160000,-73.3600000
66.9240000000021, 1.0000000, 1161.2240000,-73.3733333
66.9360000000021, 1.0000000, 1161.4320000,-73.3866667
66.9480000000021, 1.0000000, 1161.6400000,-73.4000000
66.9600000000021, 1.0000000, 1161.8480000,-73.4133333
66.9720000000021, 1.0000000, 1162.0560000,-73.4266667
66.9840000000021, 1.0000000, 1162.2640000,-73.4400000
66.9960000000021, 1.0000000, 1162.4720000,-73.4533333
67.0080000000021, 1.0000000, 1162.6800000,-73.4666667
67.0200000000021, 1.0000000, 1162.8880000,-73.4800000
67.0320000000021, 1.0000000, 1163.0960000,-73.4933333
67.0440000000021, 1.0000000, 1163.3040000,-73.5066667
67.0560000000021, 1.0000000, 1163.5120000,-73.5200000
67.0680000000021, 1.0000000, 1163.7200000,-73.5333333
67.0800000000021, 1.0000000, 1163.9280000,-73.5466667
67.0920000000021, 1.0000000, 1164.1360000,-73.5600000
67.1040000000021, 1.0000000, 1164.3440000,-73.5733333
67.1160000000021, 1.0000000, 1164.5520000,-73.5866667
67.1280000000021, 1.0000000, 1164.7600000,-73.6000000
67.1400000000021, 1.0000000, 1164.9680000,-73.6133333
67.1520000000021, 1.0000000, 1165.1760000,-73.6266667
67.1640000000021, 1.0000000, 1165.3840000,-73.6400000
67.1760000000021, 1.0000000, 1165.5920000,-73.6533333
67.1880000000021, 1.0000000, 1165.8000000,-73.6666667
67.2000000000021, 1.0000000, 1166.0080000,-73.6800000
67.2120000000021, 1.0000000, 1166.2160000,-73.6933333
67.2240000000021, 1.0000000, 1166.4240000,-73.7066667
67.2360000000021, 1.0000000, 1166.6320000,-73.7200000
67.2480000000021, 1.0000000, 1166.8400000,-73.7333333
67.2600000000021, 1.0000000, 1167.0480000,-73.7466667
67.2720000000021, 1.0000000, 1167.2560000,-73.7600000
67.2840000000021, 1.0000000, 1167.4640000,-73.7733333
67.2960000000021, 1.0000000, 1167.6720000,-73.7866667
67.3080000000021, 1.0000000, 1167.8800000,-73.8000000
67.3200000000021, 1.0000000, 1168.0880000,-73.8133333
67.3320000000021, 1.0000000, 1168.2960000,-73.8266667
67.3440000000021, 1.0000000, 1168.5040000,-73.8400000
67.3560000000021, 1.0000000, 1168.7120000,-73.8533333
67.3680000000021, 1.0000000, 1168.9200000,-73.8666667
67.3800000000021, 1.0000000, 1169.1280000,-73.8800000
67.3920000000021, 1.0000000, 1169.3360000,-73.8933333
67.4040000000021, 1.0000000, 1169.5440000,-73.9066667
67.4160000000021, 1.0000000, 1169.7520000,-73.9200000
67.4280000000021, 1.0000000, 1169.9600000,-73.9333333
67.4400000000021, 1.0000000, 1170.1680000,-73.9466667
67.4520000000021, 1.0000000, 1170.3760000,-73.9600000
67.4640000000021, 1.0000000, 1170.5840000,-73.9733333
67.4760000000021, 1.0000000, 1170.7920000,-73.9866667
67.4880000000021, 1.0000000, 1171.0000000,-74.0000000
67.5000000000021, 1.0000000, 1171.2080000,-74.0133333
67.5120000000021, 1.0000000, 1171.4160000,-74.0266667
67.5240000000021, 1.0000000, 1171.6240000,-74.0400000
67.5360000000021, 1.0000000, 1171.8320000,-74.0533333
67.5480000000021, 1.0000000, 1172.0400000,-74.0666667
67.5600000000021, 1.0000000, 1172.2480000,-74.0800000
67.5720000000021, 1.0000000, 1172.4560000,-74.0933333
67.5840000000021, 1.0000000, 1172.6640000,-74.1066667
67.5960000000021, 1.0000000, 1172.8720000,-74.1200000
67.6080000000021, 1.0000000, 1173.0800000,-74.1333333
67.6200000000021, 1.0000000, 1173.2880000,-74.1466667
67.6320000000021, 1.0000000, 1173.4960000,-74.1600000
67.6440000000021, 1.0000000, 1173.7040000,-74.1733333
67.6560000000021, 1.0000000, 1173.9120000,-74.1866667
67.6680000000021, 1.0000000, 1174.1200000,-74.2000000
67.6800000000021, 1.0000000, 1174.3280000,-74.2133333
67.6920000000021, 1.0000000, 1174.5360000,-74.2266667
67.7040000000021, 1.0000000, 1174.7440000,-74.2400000
67.7160000000021, 1.0000000, 1174.9520000,-74.2533333
67.7280000000021, 1.0000000, 1175.1600000,-74.2666667
67.7400000000021, 1.0000000, 1175.3680000,-74.2800000
67.7520000000021, 1.0000000, 1175.5760000,-74.2933333
67.7640000000021, 1.0000000, 1175.7840000,-74.3066667
67.7760000000021, 1.0000000, 1175.9920000,-74.3200000
67.7880000000021, 1.0000000, 1176.2000000,-74.3333333
67.8000000000021, 1.0000000, 1176.4080000,-74.3466667
67.8120000000021, 1.0000000, 1176.6160000,-74.3600000
67.8240000000021, 1.0000000, 1176.8240000,-74.3733333
67.8360000000021, 1.0000000, 1177.0320000,-74.3866667
67.8480000000021, 1.0000000, 1177.2400000,-74.4000000
67.8600000000021, 1.0000000, 1177.4480000,-74.4133333
67.8720000000021, 1.0000000, 1177.6560000,-74.4266667
67.8840000000021, 1.0000000, 1177.8640000,-74.4400000
67.8960000000021, 1.0000000, 1178.0720000,-74.4533333
67.9080000000021, 1.0000000, 1178.2800000,-74.4666667
67.9200000000021, 1.0000000, 1178.4880000,-74.4800000
67.9320000000021, 1.0000000, 1178.6960000,-74.4933333
67.9440000000021, 1.0000000, 1178.9040000,-74.5066667
67.9560000000021, 1.0000000, 1179.1120000,-74.5200000
67.9680000000021, 1.0000000, 1179.3200000,-74.5333333
67.9800000000021, 1.0000000, 1179.5280000,-74.5466667
67.9920000000021, 1.0000000, 1179.7360000,-74.5600000
68.0040000000021, 1.0000000, 1179.9440000,-74.5733333
68.0160000000021, 1.0000000, 1180.1520000,-74.5866667
68.0280000000021, 1.0000000, 1180.3600000,-74.6000000
68.0400000000021, 1.0000000, 1180.5680000,-74.6133333
68.0520000000021, 1.0000000, 1180.7760000,-74.6266667
68.0640000000021, 1.0000000, 1180.9840000,-74.6400000
68.0760000000021, 1.0000000, 1181.1920000,-74.6533333
68.0880000000021, 1.0000000, 1181.4000000,-74.6666667
68.1000000000021, 1.0000000, 1181.6080000,-74.6800000
68.1120000000021, 1.0000000, 1181.8160000,-74.6933333
68.1240000000021, 1.0000000, 1182.0240000,-74.7066667
68.1360000000021, 1.0000000, 1182.2320000,-74.7200000
68.1480000000021, 1.0000000, 1182.4400000,-74.7333333
68.1600000000021, 1.0000000, 1182.6480000,-74.7466667
68.1720000000021, 1.0000000, 1182.8560000,-74.7600000
68.1840000000021, 1.0000000, 1183.0640000,-74.7733333
68.1960000000021, 1.0000000, 1183.2720000,-74.7866667
68.2080000000021, 1.0000000, 1183.4800000,-74.8000000
68.2200000000021, 1.0000000, 1183.6880000,-74.8133333
68.2320000000021, 1.0000000, 1183.8960000,-74.8266667
68.2440000000021, 1.0000000, 1184.1040000,-74.8400000
68.2560000000021, 1.0000000, 1184.3120000,-74.8533333
68.2680000000021, 1.0000000, 1184.5200000,-74.8666667
68.2800000000021, 1.0000000, 1184.7280000,-74.8800000
68.2920000000021, 1.0000000, 1184.9360000,-74.8933333
68.3040000000021, 1.0000000, 1185.1440000,-74.9066667
68.3160000000021, 1.0000000, 1185.3520000,-74.9200000
68.3280000000021, 1.0000000, 1185.5600000,-74.9333333
68.3400000000021, 1.0000000, 1185.7680000,-74.9466667
68.3520000000021, 1.0000000, 1185.9760000,-74.9600000
68.3640000000021, 1.0000000, 1186.1840000,-74.9733333
68.3760000000021, 1.0000000, 1186.3920000,-74.9866667
68.3880000000021, 1.0000000, 1186.6000000,-75.0000000
68.4000000000021, 1.0000000, 1186.8080000,-75.0133333
68.4120000000021, 1.0000000, 1187.0160000,-75.0266667
68.4240000000021, 1.0000000, 1187.2240000,-75.0400000
68.4360000000021, 1.0000000, 1187.4320000,-75.0533333
68.4480000000021, 1.0000000, 1187.6400000,-75.0666667
68.4600000000021, 1.0000000, 1187.8480000,-75.0800000
68.4720000000021, 1.0000000, 1188.0560000,-75.0933333
68.4840000000021, 1.0000000, 1188.2640000,-75.1066667
68.4960000000021, 1.0000000, 1188.4720000,-75.1200000
68.5080000000021, 1.0000000, 1188.6800000,-75.1333333
68.5200000000021, 1.0000000, 1188.8880000,-75.1466667
68.5320000000021, 1.0000000, 1189.0960000,-75.1600000
68.5440000000021, 1.0000000, 1189.3040000,-75.1733333
68.5560000000021, 1.0000000, 1189.5120000,-75.1866667
68.5680000000021, 1.0000000, 1189.7200000,-75.2000000
68.5800000000021, 1.0000000, 1189.9280000,-75.2133333
68.5920000000021, 1.0000000, 1190.1360000,-75.2266667
68.6040000000021, 1.0000000, 1190.3440000,-75.2400000
68.6160000000021, 1.0000000, 1190.5520000,-75.2533333
68.6280000000021, 1.0000000, 1190.7600000,-75.2666667
68.6400000000021, 1.0000000, 1190.9680000,-75.2800000
68.6520000000021, 1.0000000, 1191.1760000,-75.2933333
68.6640000000021, 1.0000000, 1191.3840000,-75.3066667
68.6760000000021, 1.0000000, 1191.5920000,-75.3200000
68.6880000000021, 1.0000000, 1191.8000000,-75.3333333
68.7000000000021, 1.0000000, 1192.0080000,-75.3466667
68.7120000000021, 1.0000000, 1192.2160000,-75.3600000
68.7240000000021, 1.0000000, 1192.4240000,-75.3733333
68.7360000000022, 1.0000000, 1192.6320000,-75.3866667
68.7480000000022, 1.0000000, 1192.8400000,-75.4000000
68.7600000000022, 1.0000000, 1193.0480000,-75.4133333
68.7720000000022, 1.0000000, 1193.2560000,-75.4266667
68.7840000000022, 1.0000000, 1193.4640000,-75.4400000
68.7960000000022, 1.0000000, 1193.6720000,-75.4533333
68.8080000000022, 1.0000000, 1193.8800000,-75.4666667
68.8200000000022, 1.0000000, 1194.0880000,-75.4800000
68.8320000000022, 1.0000000, 1194.2960000,-75.4933333
68.8440000000022, 1.0000000, 1194.5040000,-75.5066667
68.8560000000022, 1.0000000, 1194.7120000,-75.5200000
68.8680000000022, 1.0000000, 1194.9200000,-75.5333333
68.8800000000022, 1.0000000, 1195.1280000,-75.5466667
68.8920000000022, 1.0000000, 1195.3360000,-75.5600000
68.9040000000022, 1.0000000, 1195.5440000,-75.5733333
68.9160000000022, 1.0000000, 1195.7520000,-75.5866667
68.9280000000022, 1.0000000, 1195.9600000,-75.6000000
68.9400000000022, 1.0000000, 1196.1680000,-75.6133333
68.9520000000022, 1.0000000, 1196.3760000,-75.6266667
68.9640000000022, 1.0000000, 1196.5840000,-75.6400000
68.9760000000022, 1.0000000, 1196.7920000,-75.6533333
68.9880000000022, 1.0000000, 1197.0000000,-75.6666667
69.0000000000022, 1.0000000, 1197.2080000,-75.6800000
69.0120000000022, 1.0000000, 1197.4160000,-75.6933333
69.0240000000022, 1.0000000, 1197.6240000,-75.7066667
69.0360000000022, 1.0000000, 1197.8320000,-75.7200000
69.0480000000022, 1.0000000, 1198.0400000,-75.7333333
69.0600000000022, 1.0000000, 1198.2480000,-75.7466667
69.0720000000022, 1.0000000, 1198.4560000,-75.7600000
69.0840000000022, 1.0000000, 1198.6640000,-75.7733333
69.0960000000022, 1.0000000, 1198.8720000,-75.7866667
69.1080000000022, 1.0000000, 1199.0800000,-75.8000000
69.1200000000022, 1.0000000, 1199.2880000,-75.8133333
69.1320000000022, 1.0000000, 1199.4960000,-75.8266667
69.1440000000022, 1.0000000, 1199.7040000,-75.8400000
69.1560000000022, 1.0000000, 1199.9120000,-75.8533333
69.1680000000022, 1.0000000, 1200.1200000,-75.8666667
69.1800000000022, 1.0000000, 1200.3280000,-75.8800000
69.1920000000022, 1.0000000, 1200.5360000,-75.8933333
69.2040000000022, 1.0000000, 1200.7440000,-75.9066667
69.2160000000022, 1.0000000, 1200.9520000,-75.9200000
69.2280000000022, 1.0000000, 1201.1600000,-75.9333333
69.2400000000022, 1.0000000, 1201.3680000,-75.9466667
69.2520000000022, 1.0000000, 1201.5760000,-75.9600000
69.2640000000022, 1.0000000, 1201.7840000,-75.9733333
69.2760000000022, 1.0000000, 1201.9920000,-75.9866667
69.2880000000022, 1.0000000, 1202.2000000,-76.0000000
69.3000000000022, 1.0000000, 1202.4080000,-76.0133333
69.3120000000022, 1.0000000, 1202.6160000,-76.0266667
69.3240000000022, 1.0000000, 1202.8240000,-76.0400000
69.3360000000022, 1.0000000, 1203.0320000,-76.0533333
69.3480000000022, 1.0000000, 1203.2400000,-76.0666667
69.3600000000022, 1.0000000, 1203.4480000,-76.0800000
69.3720000000022, 1.0000000, 1203.6560000,-76.0933333
69.3840000000022, 1.0000000, 1203.8640000,-76.1066667
69.3960000000022, 1.0000000, 1204.0720000,-76.1200000
69.4080000000022, 1.0000000, 1204.2800000,-76.1333333
69.4200000000022, 1.0000000, 1204.4880000,-76.1466667
69.4320000000022, 1.0000000, 1204.6960000,-76.1600000
69.4440000000022, 1.0000000, 1204.9040000,-76.1733333
69.4560000000022, 1.0000000, 1205.1120000,-76.1866667
69.4680000000022, 1.0000000, 1205.3200000,-76.2000000
69.4800000000022, 1.0000000, 1205.5280000,-76.2133333
69.4920000000022, 1.0000000, 1205.7360000,-76.2266667
69.5040000000022, 1.0000000, 1205.9440000,-76.2400000
69.5160000000022, 1.0000000, 1206.1520000,-76.2533333
69.5280000000022, 1.0000000, 1206.3600000,-76.2666667
69.5400000000022, 1.0000000, 1206.5680000,-76.2800000
69.5520000000022, 1.0000000, 1206.7760000,-76.2933333
69.5640000000022, 1.0000000, 1206.9840000,-76.3066667
69.5760000000022, 1.0000000, 1207.1920000,-76.3200000
69.5880000000022, 1.0000000, 1207.4000000,-76.3333333
69.6000000000022, 1.0000000, 1207.6080000,-76.3466667
69.6120000000022, 1.0000000, 1207.8160000,-76.3600000
69.6240000000022, 1.0000000, 1208.0240000,-76.3733333
69.6360000000022, 1.0000000, 1208.2320000,-76.3866667
69.6480000000022, 1.0000000, 1208.4400000,-76.4000000
69.6600000000022, 1.0000000, 1208.6480000,-76.4133333
69.6720000000022, 1.0000000, 1208.8560000,-76.4266667
69.6840000000022, 1.0000000, 1209.0640000,-76.4400000
69.6960000000022, 1.0000000, 1209.2720000,-76.4533333
69.7080000000022, 1.0000000, 1209.4800000,-76.4666667
69.7200000000022, 1.0000000, 1209.6880000,-76.4800000
69.7320000000022, 1.0000000, 1209.8960000,-76.4933333
69.7440000000022, 1.0000000, 1210.1040000,-76.5066667
69.7560000000022, 1.0000000, 1210.3120000,-76.5200000
69.7680000000022, 1.0000000, 1210.5200000,-76.5333333
69.7800000000022, 1.0000000, 1210.7280000,-76.5466667
69.7920000000022, 1.0000000, 1210.9360000,-76.5600000
69.8040000000022, 1.0000000, 1211.1440000,-76.5733333
69.8160000000022, 1.0000000, 1211.3520000,-76.5866667
69.8280000000022, 1.0000000, 1211.5600000,-76.6000000
69.8400000000022, 1.0000000, 1211.7680000,-76.6133333
69.8520000000022, 1.0000000, 1211.9760000,-76.6266667
